scenario,purchase_cost,mid_cost,big_cost,same_filter_count,all_filters_same,base_plan_total_annual_cost,reoptimized_total_annual_cost,annual_cost_penalty,annual_cost_penalty_pct,purchase_factor,mid_factor,big_factor
purchase_0.7_mid_0.8_big_1.3,210.0,2.4000000000000004,15.600000000000001,9,False,1099.520982755706,1096.8984792088327,2.622503546873304,0.23908352473647831,0.7,0.8,1.3
purchase_0.7_mid_0.9_big_0.7,210.0,2.7,8.399999999999999,10,True,1034.095352124493,1034.095352124493,0.0,0.0,0.7,0.9,0.7
purchase_0.7_mid_0.9_big_0.8,210.0,2.7,9.600000000000001,9,False,1049.2317467139637,1048.944777380776,0.2869693331876988,0.027357906667333207,0.7,0.9,0.8
purchase_0.7_mid_0.9_big_0.9,210.0,2.7,10.8,9,False,1064.3681413034346,1063.6142943100917,0.7538469933429042,0.07087597424890603,0.7,0.9,0.9
purchase_0.7_mid_0.9_big_1.0,210.0,2.7,12.0,9,False,1079.5045358929056,1078.2838112394077,1.2207246534978822,0.11320995834062919,0.7,0.9,1.0
purchase_0.7_mid_0.9_big_1.1,210.0,2.7,13.200000000000001,9,False,1094.6409304823765,1092.9533281687234,1.6876023136530875,0.15440753691474793,0.7,0.9,1.1
purchase_0.7_mid_0.9_big_1.2,210.0,2.7,14.399999999999999,9,False,1109.7773250718471,1107.6228450980393,2.154479973807838,0.19451386212760338,0.7,0.9,1.2
purchase_0.7_mid_0.9_big_1.3,210.0,2.7,15.600000000000001,9,False,1124.913719661318,1122.2923620273552,2.621357633962816,0.23357172539493076,0.7,0.9,1.3
purchase_0.7_mid_1.0_big_0.7,210.0,3.0,8.399999999999999,10,True,1059.4880890301051,1059.4880890301051,0.0,0.0,0.7,1.0,0.7
purchase_0.7_mid_1.0_big_0.8,210.0,3.0,9.600000000000001,9,False,1074.624483619576,1074.3386601992988,0.28582342027721097,0.02660459228230587,0.7,1.0,0.8
purchase_0.7_mid_1.0_big_0.9,210.0,3.0,10.8,9,False,1089.7608782090467,1089.0081771286145,0.752701080432189,0.06911803751711344,0.7,1.0,0.9
purchase_0.7_mid_1.0_big_1.0,210.0,3.0,12.0,9,False,1104.8972727985176,1103.6776940579305,1.219578740587167,0.11050134900372037,0.7,1.0,1.0
purchase_0.7_mid_1.0_big_1.1,210.0,3.0,13.200000000000001,9,False,1120.0336673879885,1118.3472109872464,1.686456400742145,0.1507989991098907,0.7,1.0,1.1
purchase_0.7_mid_1.0_big_1.2,210.0,3.0,14.399999999999999,9,False,1135.1700619774592,1133.0167279165623,2.1533340608968956,0.1900531570135363,0.7,1.0,1.2
purchase_0.7_mid_1.0_big_1.3,210.0,3.0,15.600000000000001,9,False,1150.3064565669301,1147.686244845878,2.620211721052101,0.22830383589758607,0.7,1.0,1.3
purchase_0.7_mid_1.1_big_0.7,210.0,3.3000000000000003,8.399999999999999,9,False,1084.8808259357172,1084.0640475389653,0.8167783967519426,0.07534410892107227,0.7,1.1,0.7
purchase_0.7_mid_1.1_big_0.8,210.0,3.3000000000000003,9.600000000000001,9,False,1100.0172205251881,1098.5033003503765,1.5139201748115738,0.1378166250687364,0.7,1.1,0.8
purchase_0.7_mid_1.1_big_0.9,210.0,3.3000000000000003,10.8,9,False,1115.1536151146588,1112.9425531617878,2.2110619528709776,0.19866811153814845,0.7,1.1,0.9
purchase_0.7_mid_1.1_big_1.0,210.0,3.3000000000000003,12.0,9,False,1130.2900097041297,1127.381805973199,2.908203730930609,0.257960853680811,0.7,1.1,1.0
purchase_0.7_mid_1.1_big_1.1,210.0,3.3000000000000003,13.200000000000001,9,False,1145.4264042936004,1141.8210587846104,3.6053455089900126,0.3157539862531222,0.7,1.1,1.1
purchase_0.7_mid_1.1_big_1.2,210.0,3.3000000000000003,14.399999999999999,9,False,1160.5627988830715,1156.260311596022,4.302487287049644,0.37210369013797484,0.7,1.1,1.2
purchase_0.7_mid_1.1_big_1.3,210.0,3.3000000000000003,15.600000000000001,9,False,1175.6991934725422,1170.699564407433,4.999629065109275,0.42706337450803716,0.7,1.1,1.3
purchase_0.7_mid_1.2_big_0.7,210.0,3.5999999999999996,8.399999999999999,8,False,1110.2735628413293,1105.299570230262,4.973992611067388,0.45001307745294605,0.7,1.2,0.7
purchase_0.7_mid_1.2_big_0.8,210.0,3.5999999999999996,9.600000000000001,9,False,1125.4099574308002,1121.4457020657328,3.9642553650674017,0.35349507851919515,0.7,1.2,0.8
purchase_0.7_mid_1.2_big_0.9,210.0,3.5999999999999996,10.8,9,False,1140.5463520202711,1135.884954877144,4.661397143127033,0.41037581518378363,0.7,1.2,0.9
purchase_0.7_mid_1.2_big_1.0,210.0,3.5999999999999996,12.0,9,False,1155.6827466097416,1150.3242076885556,5.358538921185982,0.46582857992298976,0.7,1.2,1.0
purchase_0.7_mid_1.2_big_1.1,210.0,3.5999999999999996,13.200000000000001,9,False,1170.8191411992125,1164.7634604999666,6.0556806992458405,0.5199064792645952,0.7,1.2,1.1
purchase_0.7_mid_1.2_big_1.2,210.0,3.5999999999999996,14.399999999999999,9,False,1185.9555357886834,1179.202713311378,6.752822477305472,0.5726600185936254,0.7,1.2,1.2
purchase_0.7_mid_1.2_big_1.3,210.0,3.5999999999999996,15.600000000000001,9,False,1201.0919303781543,1193.6419661227892,7.449964255365103,0.6241372594802628,0.7,1.2,1.3
purchase_0.7_mid_1.3_big_0.7,210.0,3.9000000000000004,8.399999999999999,8,False,1135.6662997469416,1125.3948029068742,10.271496840067357,0.9127016415515931,0.7,1.3,0.7
purchase_0.7_mid_1.3_big_0.8,210.0,3.9000000000000004,9.600000000000001,8,False,1150.8026943364125,1142.4199362107738,8.382758125638702,0.7337720447564128,0.7,1.3,0.8
purchase_0.7_mid_1.3_big_0.9,210.0,3.9000000000000004,10.8,9,False,1165.9390889258834,1158.8273565925003,7.111732333383088,0.6137007633557202,0.7,1.3,0.9
purchase_0.7_mid_1.3_big_1.0,210.0,3.9000000000000004,12.0,9,False,1181.0754835153543,1173.2666094039116,7.808874111442719,0.6655668923715545,0.7,1.3,1.0
purchase_0.7_mid_1.3_big_1.1,210.0,3.9000000000000004,13.200000000000001,9,False,1196.2118781048248,1187.705862215323,8.506015889501896,0.7161719210206116,0.7,1.3,1.1
purchase_0.7_mid_1.3_big_1.2,210.0,3.9000000000000004,14.399999999999999,9,False,1211.3482726942957,1202.1451150267342,9.203157667561527,0.7655612914383353,0.7,1.3,1.2
purchase_0.7_mid_1.3_big_1.3,210.0,3.9000000000000004,15.600000000000001,9,False,1226.4846672837666,1216.5843678381455,9.900299445621158,0.8137782884070639,0.7,1.3,1.3
purchase_0.8_mid_0.7_big_0.7,240.0,2.0999999999999996,8.399999999999999,9,False,1083.253586577224,1082.8802420758445,0.37334450137950626,0.03447698894790227,0.8,0.7,0.7
purchase_0.8_mid_0.7_big_0.8,240.0,2.0999999999999996,9.600000000000001,10,True,1098.3899811666947,1098.389981166695,-2.2737367544323206e-13,-2.0700632684369427e-14,0.8,0.7,0.8
purchase_0.8_mid_0.7_big_0.9,240.0,2.0999999999999996,10.8,9,False,1113.5263757561656,1113.2613424701242,0.2650332860414437,0.023806924387887497,0.8,0.7,0.9
purchase_0.8_mid_0.7_big_1.0,240.0,2.0999999999999996,12.0,9,False,1128.6627703456365,1127.9308593994401,0.7319109461964217,0.06488969958549792,0.8,0.7,1.0
purchase_0.8_mid_0.7_big_1.1,240.0,2.0999999999999996,13.200000000000001,9,False,1143.7991649351075,1142.6003763287558,1.198788606351627,0.10491757496207095,0.8,0.7,1.1
purchase_0.8_mid_0.7_big_1.2,240.0,2.0999999999999996,14.399999999999999,9,False,1158.9355595245784,1157.2698932580715,1.6656662665068325,0.14393066614888497,0.8,0.7,1.2
purchase_0.8_mid_0.7_big_1.3,240.0,2.0999999999999996,15.600000000000001,9,False,1174.0719541140493,1171.9394101873877,2.132543926661583,0.18196708021966762,0.8,0.7,1.3
