filter_no,mid_interval_days,big_interval_days,failure_date,life_days,life_years,future_mid_count,future_big_count,purchase_cost,maintenance_cost,total_cycle_cost,annual_cost,status
A10,60,90,2027-01-20,284,0.7780821917808219,5,3,300.0,51.0,351.0,451.10915492957747,failed_within_horizon
A10,60,120,2026-12-27,260,0.7123287671232876,4,3,300.0,48.0,348.0,488.53846153846155,failed_within_horizon
A10,60,150,2027-01-20,284,0.7780821917808219,5,2,300.0,39.0,339.0,435.6866197183098,failed_within_horizon
A10,60,180,2026-11-21,224,0.6136986301369863,4,1,300.0,24.0,324.0,527.9464285714286,failed_within_horizon
A10,60,240,2026-11-21,224,0.6136986301369863,4,1,300.0,24.0,324.0,527.9464285714286,failed_within_horizon
A10,60,300,2026-11-21,224,0.6136986301369863,4,1,300.0,24.0,324.0,527.9464285714286,failed_within_horizon
A10,60,365,2026-11-21,224,0.6136986301369863,4,0,300.0,12.0,312.0,508.3928571428571,failed_within_horizon
A10,75,90,2026-12-27,260,0.7123287671232876,3,3,300.0,45.0,345.0,484.3269230769231,failed_within_horizon
A10,75,120,2026-12-27,260,0.7123287671232876,3,3,300.0,45.0,345.0,484.3269230769231,failed_within_horizon
A10,75,150,2027-01-20,284,0.7780821917808219,4,2,300.0,36.0,336.0,431.83098591549293,failed_within_horizon
A10,75,180,2026-11-06,209,0.5726027397260274,3,1,300.0,21.0,321.0,560.5980861244019,failed_within_horizon
A10,75,240,2026-11-06,209,0.5726027397260274,3,1,300.0,21.0,321.0,560.5980861244019,failed_within_horizon
A10,75,300,2026-10-28,200,0.547945205479452,2,1,300.0,18.0,318.0,580.35,failed_within_horizon
A10,75,365,2026-11-06,209,0.5726027397260274,3,0,300.0,9.0,309.0,539.6411483253589,failed_within_horizon
A10,90,90,2026-12-21,254,0.6958904109589041,3,2,300.0,33.0,333.0,478.5236220472441,failed_within_horizon
A10,90,120,2026-12-21,254,0.6958904109589041,3,2,300.0,33.0,333.0,478.5236220472441,failed_within_horizon
A10,90,150,2026-12-21,254,0.6958904109589041,3,2,300.0,33.0,333.0,478.5236220472441,failed_within_horizon
A10,90,180,2026-12-21,254,0.6958904109589041,3,1,300.0,21.0,321.0,461.2795275590551,failed_within_horizon
A10,90,240,2026-12-21,254,0.6958904109589041,3,1,300.0,21.0,321.0,461.2795275590551,failed_within_horizon
A10,90,300,2026-10-28,200,0.547945205479452,2,1,300.0,18.0,318.0,580.35,failed_within_horizon
A10,90,365,2026-12-21,254,0.6958904109589041,3,0,300.0,9.0,309.0,444.03543307086613,failed_within_horizon
A10,105,90,2026-12-27,260,0.7123287671232876,2,3,300.0,42.0,342.0,480.11538461538464,failed_within_horizon
A10,105,120,2026-12-27,260,0.7123287671232876,2,3,300.0,42.0,342.0,480.11538461538464,failed_within_horizon
A10,105,150,2027-02-04,299,0.8191780821917808,3,2,300.0,33.0,333.0,406.505016722408,failed_within_horizon
A10,105,180,2026-12-27,260,0.7123287671232876,2,2,300.0,30.0,330.0,463.2692307692308,failed_within_horizon
A10,105,240,2026-10-22,194,0.5315068493150685,2,1,300.0,18.0,318.0,598.2989690721649,failed_within_horizon
A10,105,300,2026-10-22,194,0.5315068493150685,2,0,300.0,6.0,306.0,575.721649484536,failed_within_horizon
A10,105,365,2026-10-22,194,0.5315068493150685,2,0,300.0,6.0,306.0,575.721649484536,failed_within_horizon
A10,120,90,2026-12-27,260,0.7123287671232876,2,3,300.0,42.0,342.0,480.11538461538464,failed_within_horizon
A10,120,120,2026-11-21,224,0.6136986301369863,2,2,300.0,30.0,330.0,537.7232142857142,failed_within_horizon
A10,120,150,2026-10-28,200,0.547945205479452,1,2,300.0,27.0,327.0,596.775,failed_within_horizon
A10,120,180,2026-11-21,224,0.6136986301369863,2,1,300.0,18.0,318.0,518.1696428571428,failed_within_horizon
A10,120,240,2026-11-21,224,0.6136986301369863,2,1,300.0,18.0,318.0,518.1696428571428,failed_within_horizon
A10,120,300,2026-10-28,200,0.547945205479452,1,1,300.0,15.0,315.0,574.875,failed_within_horizon
A10,120,365,2026-11-21,224,0.6136986301369863,2,0,300.0,6.0,306.0,498.6160714285714,failed_within_horizon
A10,150,90,2026-12-27,260,0.7123287671232876,1,3,300.0,39.0,339.0,475.9038461538462,failed_within_horizon
A10,150,120,2026-12-27,260,0.7123287671232876,1,3,300.0,39.0,339.0,475.9038461538462,failed_within_horizon
A10,150,150,2026-10-28,200,0.547945205479452,1,2,300.0,27.0,327.0,596.775,failed_within_horizon
A10,150,180,2026-12-27,260,0.7123287671232876,1,2,300.0,27.0,327.0,459.0576923076923,failed_within_horizon
A10,150,240,2027-01-20,284,0.7780821917808219,2,1,300.0,18.0,318.0,408.69718309859155,failed_within_horizon
A10,150,300,2026-10-28,200,0.547945205479452,1,1,300.0,15.0,315.0,574.875,failed_within_horizon
A10,150,365,2027-01-20,284,0.7780821917808219,2,1,300.0,18.0,318.0,408.69718309859155,failed_within_horizon
